category,part of speech,ojibwe word,definition,url
verb,vta,nagaashkaa',make h/ stop,https://ojibwe.lib.umn.edu/main-entry/nagaashkaa-vta
verb,vti2,nagaashkaatoon,make it stop,https://ojibwe.lib.umn.edu/main-entry/nagaashkaatoon-vti2
verb,vai,nagaataa,s/he stops moving,https://ojibwe.lib.umn.edu/main-entry/nagaataa-vai
verb,vta,nagaawebin,"stop h/ forcefully by hand, push h/ back",https://ojibwe.lib.umn.edu/main-entry/nagaawebin-vta
verb,vti,nagaawebinan,stop it forcefully by hand; push it back,https://ojibwe.lib.umn.edu/main-entry/nagaawebinan-vti
verb,vai,nagaawebinidiwag,"they stop each other forcefully by hand, push each other back",https://ojibwe.lib.umn.edu/main-entry/nagaawebinidiwag-vai
verb,vti,nagaawebishkan,"stop it (forcefully with foot or body), brake it",https://ojibwe.lib.umn.edu/main-entry/nagaawebishkan-vti
verb,vta,nagaawebishkaw,stop h/ quickly (with foot or body); brake h/,https://ojibwe.lib.umn.edu/main-entry/nagaawebishkaw-vta
noun,ni,nagaawebishkigan,brakes,https://ojibwe.lib.umn.edu/main-entry/nagaawebishkigan-ni
verb,vai,nagaawebishkige,s/he applies the brakes,https://ojibwe.lib.umn.edu/main-entry/nagaawebishkige-vai
verb,vti,nagishkan,meet it (while going somewhere),https://ojibwe.lib.umn.edu/main-entry/nagishkan-vti
verb,vta,nagishkaw,meet h/ (while going somewhere),https://ojibwe.lib.umn.edu/main-entry/nagishkaw-vta
verb,vai,nagishkaage,s/he meets people,https://ojibwe.lib.umn.edu/main-entry/nagishkaage-vai
verb,vai,nagishkodaadiwag,they meet each other (while going somewhere),https://ojibwe.lib.umn.edu/main-entry/nagishkodaadiwag-vai
verb,vti,nagwaadan,snare it,https://ojibwe.lib.umn.edu/main-entry/nagwaadan-vti
verb,vii,nagwaade,"it is caught in a snare, is snared",https://ojibwe.lib.umn.edu/main-entry/nagwaade-vii
noun,ni,nagwaagan,a snare,https://ojibwe.lib.umn.edu/main-entry/nagwaagan-ni
noun,ni,nagwaaganeyaab,"snare wire, snare",https://ojibwe.lib.umn.edu/main-entry/nagwaaganeyaab-ni
verb,vai,nagwaanidizo,s/he snares h/ self,https://ojibwe.lib.umn.edu/main-entry/nagwaanidizo-vai
verb,vta,nagwaazh,snare h/,https://ojibwe.lib.umn.edu/main-entry/nagwaazh-vta
verb,vai,nagwaazo,"s/he or it (animate) is caught in a snare, is snared",https://ojibwe.lib.umn.edu/main-entry/nagwaazo-vai
noun,ni,nagweyaab,a rainbow,https://ojibwe.lib.umn.edu/main-entry/nagweyaab-ni
particle,pc-interj,na',look!,https://ojibwe.lib.umn.edu/main-entry/na-pc-interj
verb,vai,na'abi,s/he moves to get seated comfortably,https://ojibwe.lib.umn.edu/main-entry/na-abi-vai
verb,vti2,na'agoodoon,"hang it up; fix, reset, adjust how it hangs",https://ojibwe.lib.umn.edu/main-entry/na-agoodoon-vti2
verb,vta,na'agoozh,"hang h/ up; fix, rest, adjust how h/ hangs",https://ojibwe.lib.umn.edu/main-entry/na-agoozh-vta
verb,vta,na'agwazhe',straighten h/ blanket,https://ojibwe.lib.umn.edu/main-entry/na-agwazhe-vta
verb,vai,na'ashkime,s/he fixes snowshoe webbing,https://ojibwe.lib.umn.edu/main-entry/na-ashkime-vai
verb,vta,na'aabam,"see h/ clearly, spot h/ right away",https://ojibwe.lib.umn.edu/main-entry/na-aabam-vta
verb,vti,na'aabandan,"see it clearly, spot it right away",https://ojibwe.lib.umn.edu/main-entry/na-aabandan-vti
verb,vai,na'aabi,"s/he has sharp vision, acute eyesight",https://ojibwe.lib.umn.edu/main-entry/na-aabi-vai
verb,vti,na'aabiiginan,adjust it (string-like),https://ojibwe.lib.umn.edu/main-entry/na-aabiiginan-vti
verb,vai,na'aangabi,he (a son-in-law) lives with his wife's parents,https://ojibwe.lib.umn.edu/main-entry/na-aangabi-vai
noun,na,na'aanganikwe,a daughter-in-law,https://ojibwe.lib.umn.edu/main-entry/na-aanganikwe-na
noun,na,na'aangish,a son-in-law,https://ojibwe.lib.umn.edu/main-entry/na-aangish-na
adverb,adv-man,na'egaaj,easily; without effort; not too hard!; go easy!,https://ojibwe.lib.umn.edu/main-entry/na-egaaj-adv-man
verb,vai2,na'endam,"s/he feels satisfied (with the outcome of some change or correction), feels content",https://ojibwe.lib.umn.edu/main-entry/na-endam-vai2
verb,vti,na'endan,think it is easy,https://ojibwe.lib.umn.edu/main-entry/na-endan-vti
verb,vai,na'enimo,s/he stores things away,https://ojibwe.lib.umn.edu/main-entry/na-enimo-vai
adverb,adv-tmp,na'idaa,right at the time; just then; coincidentally,https://ojibwe.lib.umn.edu/main-entry/na-idaa-adv-tmp
verb,vai,na'igaabawi,s/he adjusts h/ stance,https://ojibwe.lib.umn.edu/main-entry/na-igaabawi-vai
verb,vta,na'imaam,be able to smell h/ well,https://ojibwe.lib.umn.edu/main-entry/na-imaam-vta
verb,vti,na'imaandan,be able to smell it well,https://ojibwe.lib.umn.edu/main-entry/na-imaandan-vti
verb,vai,na'imaanjige,"s/he is able to smell something well, has a good sense of smell",https://ojibwe.lib.umn.edu/main-entry/na-imaanjige-vai
verb,vai,na'imine,s/he stores rice or berries,https://ojibwe.lib.umn.edu/main-entry/na-imine-vai
verb,vta,na'in,"bury h/; put away, store h/",https://ojibwe.lib.umn.edu/main-entry/na-in-vta
verb,vta,na'inamaw,"put it away, store (it) for h/",https://ojibwe.lib.umn.edu/main-entry/na-inamaw-vta
verb,vti,na'inan,"put away, store away it",https://ojibwe.lib.umn.edu/main-entry/na-inan-vti
verb,vii,na'inaagwad,it is easily spotted,https://ojibwe.lib.umn.edu/main-entry/na-inaagwad-vii
verb,vii,na'inigaade,"it is put away, stored (by someone), ""they"" put it away, store it",https://ojibwe.lib.umn.edu/main-entry/na-inigaade-vii
verb,vai,na'inigaazo,"it (animate) is put away (by someone), ""they"" put it (animate) away; s/he is buried (by someone), ""they"" bury h/",https://ojibwe.lib.umn.edu/main-entry/na-inigaazo-vai
verb,vai,na'inige,s/he puts things away,https://ojibwe.lib.umn.edu/main-entry/na-inige-vai
verb,vti2,na'isidoon,"put it in order, put it away; adjust it",https://ojibwe.lib.umn.edu/main-entry/na-isidoon-vti2
verb,vai,na'isijige,s/he puts things in order,https://ojibwe.lib.umn.edu/main-entry/na-isijige-vai
verb,vta,na'ishim,put h/ in order; adjust h/; stash h/,https://ojibwe.lib.umn.edu/main-entry/na-ishim-vta
verb,vai2,na'itam,s/he hears well,https://ojibwe.lib.umn.edu/main-entry/na-itam-vai2
verb,vti,na'itan,hear it well,https://ojibwe.lib.umn.edu/main-entry/na-itan-vti
verb,vta,na'itaw,"hear h/ well; mind, obey watch s/he says",https://ojibwe.lib.umn.edu/main-entry/na-itaw-vta
verb,vai,na'ii,"s/he is good at something, is skilled, is efficient; s/he is right-handed",https://ojibwe.lib.umn.edu/main-entry/na-ii-vai
verb,vta,na'iigisidamaw,"fix, adjust it (something sheet-like) on something for h/",https://ojibwe.lib.umn.edu/main-entry/na-iigisidamaw-vta
verb,vti,na'iigisidoon,"fix, adjust it (something sheet-like) on something",https://ojibwe.lib.umn.edu/main-entry/na-iigisidoon-vti
verb,vai,na'iiwinike,s/he is right-handed,https://ojibwe.lib.umn.edu/main-entry/na-iiwinike-vai
verb,vti,nakodan,answer it,https://ojibwe.lib.umn.edu/main-entry/nakodan-vti
verb,vta,nakom,answer h/; reply to h/; agree with h/,https://ojibwe.lib.umn.edu/main-entry/nakom-vta
verb,vai,nakondiwag,they answer each other; they reply to each other,https://ojibwe.lib.umn.edu/main-entry/nakondiwag-vai
verb,vii,nakwadin,"it freezes, is frozen, is frosted from condensation of the breath",https://ojibwe.lib.umn.edu/main-entry/nakwadin-vii
verb,vti2,nakwebidoon,catch it,https://ojibwe.lib.umn.edu/main-entry/nakwebidoon-vti2
verb,vai,nakwebijige,s/he catches things,https://ojibwe.lib.umn.edu/main-entry/nakwebijige-vai
noun,na,nakwebijige-minjikaawan,a catcher's mitt,https://ojibwe.lib.umn.edu/main-entry/nakwebijige-minjikaawan-na
noun,na,nakwebijigewinini,a catcher (in baseball),https://ojibwe.lib.umn.edu/main-entry/nakwebijigewinini-na
verb,vta,nakwebizh,catch h/ or it (animate),https://ojibwe.lib.umn.edu/main-entry/nakwebizh-vta
verb,vta,nakwebii'amaw,write (it) back to h/,https://ojibwe.lib.umn.edu/main-entry/nakwebii-amaw-vta
verb,vai,nakwebii'amaadiwag,they write (it) back to each other,https://ojibwe.lib.umn.edu/main-entry/nakwebii-amaadiwag-vai
verb,vti,nakweganaandan,hit it right on,https://ojibwe.lib.umn.edu/main-entry/nakweganaandan-vti
verb,vta,nakwe'amaw,join in singing with h/; pick up and sing after h/ starts as leader,https://ojibwe.lib.umn.edu/main-entry/nakwe-amaw-vta
verb,vta,nakwem,snatch h/ with mouth; catch h/ with mouth,https://ojibwe.lib.umn.edu/main-entry/nakwem-vta
verb,vta,nakwenaw,shoot h/ or it (animate) in flight,https://ojibwe.lib.umn.edu/main-entry/nakwenaw-vta
verb,vti,nakwendan,snatch it with mouth; catch it with mouth,https://ojibwe.lib.umn.edu/main-entry/nakwendan-vti
verb,vta,nakweshkaw,meet h/,https://ojibwe.lib.umn.edu/main-entry/nakweshkaw-vta
verb,vai,nakweshkodaadiwag,they meet each other,https://ojibwe.lib.umn.edu/main-entry/nakweshkodaadiwag-vai
verb,vai2,nakwetam,s/he answers,https://ojibwe.lib.umn.edu/main-entry/nakwetam-vai2
verb,vti,nakwetan,answer it,https://ojibwe.lib.umn.edu/main-entry/nakwetan-vti
verb,vta,nakwetaw,answer h/,https://ojibwe.lib.umn.edu/main-entry/nakwetaw-vta
verb,vai,nakwetaadiwag,they answer each other; they converse,https://ojibwe.lib.umn.edu/main-entry/nakwetaadiwag-vai
verb,vai,nakwetaage,s/he answers (people),https://ojibwe.lib.umn.edu/main-entry/nakwetaage-vai
verb,vai,namadabi,s/he sits,https://ojibwe.lib.umn.edu/main-entry/namadabi-vai
verb,vta,namadabi',"make h/ sit up, sit h/ up",https://ojibwe.lib.umn.edu/main-entry/namadabi-vta
verb,vai,namadabingwaami,s/he sleeps sitting up,https://ojibwe.lib.umn.edu/main-entry/namadabingwaami-vai
verb,vai,namadabingwaamo,s/he sleeps sitting up,https://ojibwe.lib.umn.edu/main-entry/namadabingwaamo-vai
verb,vti,namadabiitan,sit by or with it; sit on it (in hatching an egg),https://ojibwe.lib.umn.edu/main-entry/namadabiitan-vti
verb,vii,namadagoode,it hangs right side up,https://ojibwe.lib.umn.edu/main-entry/namadagoode-vii
verb,vti2,namadagoodoon,hang it right side up,https://ojibwe.lib.umn.edu/main-entry/namadagoodoon-vti2
verb,vai,namadagoojin,it (animate) hangs right side up,https://ojibwe.lib.umn.edu/main-entry/namadagoojin-vai
verb,vta,namadagoozh,hang it (animate) right side up,https://ojibwe.lib.umn.edu/main-entry/namadagoozh-vta
verb,vii,namadakide,it stands upright,https://ojibwe.lib.umn.edu/main-entry/namadakide-vii
verb,vti2,namadakidoon,stand it upright,https://ojibwe.lib.umn.edu/main-entry/namadakidoon-vti2
verb,vta,namadakizh,stand it (animate) upright,https://ojibwe.lib.umn.edu/main-entry/namadakizh-vta
verb,vai,namadakizo,"it (animate) is upright, stands upright",https://ojibwe.lib.umn.edu/main-entry/namadakizo-vai
verb,vta,namadaakon,"hold it (animate; stick-like) upright, right side up",https://ojibwe.lib.umn.edu/main-entry/namadaakon-vta
verb,vti,namadaakonan,"hold it (stick-like) upright, right side up",https://ojibwe.lib.umn.edu/main-entry/namadaakonan-vti
verb,vti2,namadaakosidoon,"set it (stick-like) upright, right side up",https://ojibwe.lib.umn.edu/main-entry/namadaakosidoon-vti2
verb,vta,namadaakoshim,"set it (animate: stick-like) upright, right side up",https://ojibwe.lib.umn.edu/main-entry/namadaakoshim-vta
verb,vta,namadin,put or hold it (animate) upright,https://ojibwe.lib.umn.edu/main-entry/namadin-vta
verb,vti,namadinan,put or hold it upright,https://ojibwe.lib.umn.edu/main-entry/namadinan-vti
verb,vai,namajigaabawi,s/he stands upright (as an animal),https://ojibwe.lib.umn.edu/main-entry/namajigaabawi-vai
verb,vti2,namajisidoon,set it upright,https://ojibwe.lib.umn.edu/main-entry/namajisidoon-vti2
verb,vii,namajisin,it lies upright,https://ojibwe.lib.umn.edu/main-entry/namajisin-vii
verb,vta,namajishim,set h/ or it (animate) upright,https://ojibwe.lib.umn.edu/main-entry/namajishim-vta
verb,vai,namajishin,it (animate) lies upright,https://ojibwe.lib.umn.edu/main-entry/namajishin-vai
adverb,adv-dub,namanj,"I don't know how, I wonder how",https://ojibwe.lib.umn.edu/main-entry/namanj-adv-dub
adverb,adv-loc,namanjaya'ii,on the left side of something,https://ojibwe.lib.umn.edu/main-entry/namanjaya-ii-adv-loc
noun,ni,namanjigaad,a left leg,https://ojibwe.lib.umn.edu/main-entry/namanjigaad-ni
noun,ni,namanjinik,a left hand,https://ojibwe.lib.umn.edu/main-entry/namanjinik-ni
noun,ni,namanjinikaan,left arm,https://ojibwe.lib.umn.edu/main-entry/namanjinikaan-ni
verb,vai,namanjinike,s/he is left-handed,https://ojibwe.lib.umn.edu/main-entry/namanjinike-vai
noun,ni,namanjizid,a left foot,https://ojibwe.lib.umn.edu/main-entry/namanjizid-ni
verb,vai,namanjii,s/he is left-handed,https://ojibwe.lib.umn.edu/main-entry/namanjii-vai
noun,na,name,a sturgeon,https://ojibwe.lib.umn.edu/main-entry/name-na
noun,ni,name-wewebanaabaan,a sturgeon hook,https://ojibwe.lib.umn.edu/main-entry/name-wewebanaabaan-ni
noun,na,namebin,a sucker (fish),https://ojibwe.lib.umn.edu/main-entry/namebin-na
noun,na,namebini-giizis,February,https://ojibwe.lib.umn.edu/main-entry/namebini-giizis-na
noun,ni,namebini-gokeyaw,bait of cut-up sucker,https://ojibwe.lib.umn.edu/main-entry/namebini-gokeyaw-ni
verb,vii,namebinikaa,there are (many) suckers,https://ojibwe.lib.umn.edu/main-entry/namebinikaa-vii
noun,na,namegos,a lake trout,https://ojibwe.lib.umn.edu/main-entry/namegos-na
verb,vii,namegosikaa,there are (many) lake trout,https://ojibwe.lib.umn.edu/main-entry/namegosikaa-vii
verb,vta,name',find a sign of h/ presence,https://ojibwe.lib.umn.edu/main-entry/name-vta
verb,vii,namekaa,there are (many) sturgeon,https://ojibwe.lib.umn.edu/main-entry/namekaa-vii
noun,ni,namekwaan,glue; rubber,https://ojibwe.lib.umn.edu/main-entry/namekwaan-ni
noun,ni,namekwaanakizin,a rubber boot,https://ojibwe.lib.umn.edu/main-entry/namekwaanakizin-ni
verb,vai,nameninjiishin,s/he leaves a hand or finger mark in or on something,https://ojibwe.lib.umn.edu/main-entry/nameninjiishin-vai
noun,na,namepin,wild ginger,https://ojibwe.lib.umn.edu/main-entry/namepin-na
verb,vii,namesin,"it leaves signs of its presence, there are signs of its presence",https://ojibwe.lib.umn.edu/main-entry/namesin-vii
verb,vai,nameshin,"s/he leaves signs of h/ presence, there are signs of h/ presence",https://ojibwe.lib.umn.edu/main-entry/nameshin-vai
noun,na,nameteg,dried fish,https://ojibwe.lib.umn.edu/main-entry/nameteg-na
verb,vai,nametegoke,s/he makes nameteg,https://ojibwe.lib.umn.edu/main-entry/nametegoke-vai
verb,vai,nametoo,s/he leaves signs of h/ presence,https://ojibwe.lib.umn.edu/main-entry/nametoo-vai
verb,vti,nametwaadan,leave signs of it,https://ojibwe.lib.umn.edu/main-entry/nametwaadan-vti
verb,vii,nametwaajigaade,"signs of it are left (by someone), ""they"" leave sign of it",https://ojibwe.lib.umn.edu/main-entry/nametwaajigaade-vii
noun,na,namewasab,a sturgeon net,https://ojibwe.lib.umn.edu/main-entry/namewasab-na
noun,ni,namewi-bimide,sturgeon grease,https://ojibwe.lib.umn.edu/main-entry/namewi-bimide-ni
verb,vai,nanagamo,"s/he keeps singing, sings on and off",https://ojibwe.lib.umn.edu/main-entry/nanagamo-vai
verb,vta,nanagin,hold h/ back; prevent h/ (from doing something),https://ojibwe.lib.umn.edu/main-entry/nanagin-vta
verb,vai,nanaginiwe,s/he breaks up a fight,https://ojibwe.lib.umn.edu/main-entry/nanaginiwe-vai
noun,na,nanaginiwewinini,a referee,https://ojibwe.lib.umn.edu/main-entry/nanaginiwewinini-na
verb,vai,nanaginiwewininiiwi,s/he is a referee,https://ojibwe.lib.umn.edu/main-entry/nanaginiwewininiiwi-vai
verb,vai,nanaweyaashi,it (animate) keeps bending over in the wind,https://ojibwe.lib.umn.edu/main-entry/nanaweyaashi-vai
verb,vta,nanawizh,cut h/ up; butcher h/,https://ojibwe.lib.umn.edu/main-entry/nanawizh-vta
verb,vai,nanawizi,"s/he gets nothing in the hunt; s/he wastes effort, is disappointed in hunting or gathering",https://ojibwe.lib.umn.edu/main-entry/nanawizi-vai
verb,vai,nanaabagizide,s/he has flat feet,https://ojibwe.lib.umn.edu/main-entry/nanaabagizide-vai
verb,vai2,nanaa'endam,"s/he feels satisfied (with the outcome of some change or correction), feels content",https://ojibwe.lib.umn.edu/main-entry/nanaa-endam-vai2
verb,vti,nanaa'endan,feel satisfied with it,https://ojibwe.lib.umn.edu/main-entry/nanaa-endan-vti
verb,vta,nanaa'enim,feel satisfied with h/,https://ojibwe.lib.umn.edu/main-entry/nanaa-enim-vta
verb,vii,nanaa'ichigaade,"it is fixed, repaired (by someone), ""they"" fix, repair it",https://ojibwe.lib.umn.edu/main-entry/nanaa-ichigaade-vii
verb,vai,nanaa'ichigaazo,"s/he is fixed, repaired (by someone), ""they"" fix, repair h/",https://ojibwe.lib.umn.edu/main-entry/nanaa-ichigaazo-vai
verb,vai,nanaa'ichige,"s/he fixes, repairs things",https://ojibwe.lib.umn.edu/main-entry/nanaa-ichige-vai
noun,na,nanaa'ichigewinini,a repairman,https://ojibwe.lib.umn.edu/main-entry/nanaa-ichigewinini-na
verb,vai,nanaa'idaabaane,s/he repairs a car,https://ojibwe.lib.umn.edu/main-entry/nanaa-idaabaane-vai
noun,na,nanaa'idaabaanewinini,an automobile mechanic,https://ojibwe.lib.umn.edu/main-entry/nanaa-idaabaanewinini-na
verb,vta,nanaa'idaabaanikaw,fix h/ car for h/,https://ojibwe.lib.umn.edu/main-entry/nanaa-idaabaanikaw-vta
verb,vai,nanaa'idaabaanike,s/he fixes cars,https://ojibwe.lib.umn.edu/main-entry/nanaa-idaabaanike-vai
noun,na,nanaa'idaabaanikewinini,an automobile mechanic,https://ojibwe.lib.umn.edu/main-entry/nanaa-idaabaanikewinini-na
noun,ni,nanaa'igwaajigan,a net shuttle,https://ojibwe.lib.umn.edu/main-entry/nanaa-igwaajigan-ni
verb,vta,nanaa'igwaazh,fix it (animate) with a stick or something sharp,https://ojibwe.lib.umn.edu/main-entry/nanaa-igwaazh-vta
verb,vta,nanaa'i',"fix, repair h/; put h/ in place",https://ojibwe.lib.umn.edu/main-entry/nanaa-i-vta
verb,vta,nanaa'in,"put h/ in order; put h/ away; fix, repair h/",https://ojibwe.lib.umn.edu/main-entry/nanaa-in-vta
verb,vti,nanaa'inan,"put it in order, put it away; fix it",https://ojibwe.lib.umn.edu/main-entry/nanaa-inan-vti
verb,vai,nanaa'inige,"s/he puts things in order, puts things away, fixes things",https://ojibwe.lib.umn.edu/main-entry/nanaa-inige-vai
verb,vta,nanaa'itamaw,"fix, repair (it) for h/",https://ojibwe.lib.umn.edu/main-entry/nanaa-itamaw-vta
verb,vta,nanaa'itaw,"fix, repair (it) for h/",https://ojibwe.lib.umn.edu/main-entry/nanaa-itaw-vta
verb,vti2,nanaa'itoon,"fix, repair it",https://ojibwe.lib.umn.edu/main-entry/nanaa-itoon-vti2
verb,vai,nanaa'ii,s/he is dressed up,https://ojibwe.lib.umn.edu/main-entry/nanaa-ii-vai
verb,vta,nanaakom,answer h/ repeatedly,https://ojibwe.lib.umn.edu/main-entry/nanaakom-vta
verb,vta,nanaakon,fight h/ back,https://ojibwe.lib.umn.edu/main-entry/nanaakon-vta
verb,vai2,nanaakwetam,"s/he answers someone repeatedly; s/he quarrels, argues with someone",https://ojibwe.lib.umn.edu/main-entry/nanaakwetam-vai2
verb,vti,nanaakwetan,answer it repeatedly,https://ojibwe.lib.umn.edu/main-entry/nanaakwetan-vti
verb,vta,nanaakwetaw,"answer h/ repeatedly; quarrel with, argue with h/",https://ojibwe.lib.umn.edu/main-entry/nanaakwetaw-vta
verb,vai,nanaakwetaadiwag,"they answer each other back and forth; they quarrel with, argue with each other",https://ojibwe.lib.umn.edu/main-entry/nanaakwetaadiwag-vai
verb,vai,nanaakwii,s/he defends; s/he fights back,https://ojibwe.lib.umn.edu/main-entry/nanaakwii-vai
verb,vai,nanaamadabi,s/he sits for a while,https://ojibwe.lib.umn.edu/main-entry/nanaamadabi-vai
verb,vai,nanaandawawinzo,s/he looks all over for berries to pick,https://ojibwe.lib.umn.edu/main-entry/nanaandawawinzo-vai
verb,vta,nanaandawi',"heal, doctor h/",https://ojibwe.lib.umn.edu/main-entry/nanaandawi-vta
verb,vai,nanaandawi'idizo,s/he doctors h/ self,https://ojibwe.lib.umn.edu/main-entry/nanaandawi-idizo-vai
verb,vai,nanaandawi'iwe,"s/he heals, doctors people",https://ojibwe.lib.umn.edu/main-entry/nanaandawi-iwe-vai
verb,vai,nanaandawi'iwe-nagamo,s/he sings a healing song,https://ojibwe.lib.umn.edu/main-entry/nanaandawi-iwe-nagamo-vai
noun,ni,nanaandawi'iwe-nagamon,a healing song,https://ojibwe.lib.umn.edu/main-entry/nanaandawi-iwe-nagamon-ni
noun,ni,nanaandawi'iwewin,traditional healing,https://ojibwe.lib.umn.edu/main-entry/nanaandawi-iwewin-ni
verb,vta,nanaandom,keep calling for h/; beg h/,https://ojibwe.lib.umn.edu/main-entry/nanaandom-vta
verb,vai,nanaandomo,"s/he seeks help, seeks healing, seeks treatment",https://ojibwe.lib.umn.edu/main-entry/nanaandomo-vai
verb,vai2,nanaandotam,s/he listens around for something,https://ojibwe.lib.umn.edu/main-entry/nanaandotam-vai2
