ojibwe word,part of speech,url,definition
nisidawinaadiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nisidawinaadiwag-vai,they recognize each other (by sight)
nisidawinaage,vai,https://ojibwe.lib.umn.edu/main-entry/nisidawinaage-vai,"s/he recognizes, identifies people (by sight)"
nisidawinaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/nisidawinaagozi-vai,"s/he is known, recognized, identified (by h/ appearance)"
nisidawinaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/nisidawinaagwad-vii,"it is known, recognized, identified (by sight)"
nisidiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nisidiwag-vai,they kill each other
nisidizo,vai,https://ojibwe.lib.umn.edu/main-entry/nisidizo-vai,"s/he kills h/ self, commits suicide"
nisidomaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/nisidomaagozi-vai,"s/he or it (animate) is recognized, is recognizable by smell"
nisidomaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/nisidomaagwad-vii,"it is recognized, recognizable (by its smell)"
nisidomaam,vta,https://ojibwe.lib.umn.edu/main-entry/nisidomaam-vta,"recognize, identify h/ (by smell)"
nisidomaandan,vti,https://ojibwe.lib.umn.edu/main-entry/nisidomaandan-vti,"recognize, identify it (by smell)"
nisidomaaso,vai,https://ojibwe.lib.umn.edu/main-entry/nisidomaaso-vai,"s/he is recognized, recognizable by h/ cooking or burning smell"
nisidomaate,vii,https://ojibwe.lib.umn.edu/main-entry/nisidomaate-vii,"it is recognized, recognizable by its cooking or burning smell"
nisidopidan,vti,https://ojibwe.lib.umn.edu/main-entry/nisidopidan-vti,recognize it by taste
nisidopo,vta,https://ojibwe.lib.umn.edu/main-entry/nisidopo-vta,skip
nisidopogozi,vai,https://ojibwe.lib.umn.edu/main-entry/nisidopogozi-vai,"s/he is recognized, recognizable by h/ taste"
nisidopogwad,vii,https://ojibwe.lib.umn.edu/main-entry/nisidopogwad-vii,"it is recognized, recognizable by its taste"
nisidotam,vai2,https://ojibwe.lib.umn.edu/main-entry/nisidotam-vai2,s/he understands (by hearing)
nisidotamookaazo,vai,https://ojibwe.lib.umn.edu/main-entry/nisidotamookaazo-vai,s/he pretends to understand
nisidotan,vti,https://ojibwe.lib.umn.edu/main-entry/nisidotan-vti,"understand it, recognize, identify it (by hearing)"
nisidotaw,vta,https://ojibwe.lib.umn.edu/main-entry/nisidotaw-vta,"recognize h/ (by sound); understand, comprehend h/ (when speaking)"
nisidotaadiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nisidotaadiwag-vai,"they understand, comprehend each other"
nisidotaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/nisidotaagozi-vai,s/he is understood
nisidotaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/nisidotaagwad-vii,it is understood
nisimidana,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana-qnt-num,skip
nisimidana ashi-bezhig,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-bezhig-qnt-num,skip
nisimidana ashi-ishwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-ishwaaswi-qnt-num,skip
nisimidana ashi-naanan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-naanan-qnt-num,skip
nisimidana ashi-ngodwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-ngodwaaswi-qnt-num,skip
nisimidana ashi-ningodwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-ningodwaaswi-qnt-num,skip
nisimidana ashi-niswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-niswi-qnt-num,skip
nisimidana ashi-nishwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-nishwaaswi-qnt-num,skip
nisimidana ashi-niiwin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-niiwin-qnt-num,skip
nisimidana ashi-niizh,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-niizh-qnt-num,skip
nisimidana ashi-niizh,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-niizh-qnt-num,skip
nisimidana ashi-niizhwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-niizhwaaswi-qnt-num,skip
nisimidana ashi-zhaangaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisimidana ashi-zhaangaswi-qnt-num,skip
nisimidana-shi-bezhigwaginzo,vai,https://ojibwe.lib.umn.edu/main-entry/nisimidana-shi-bezhigwaginzo-vai,skip
nisimidanaweginzo,vai,https://ojibwe.lib.umn.edu/main-entry/nisimidanaweginzo-vai,it is the thirtieth (of the month)
nising,adv-tmp,https://ojibwe.lib.umn.edu/main-entry/nising-adv-tmp,three times; thrice
nisinoon,vii,https://ojibwe.lib.umn.edu/main-entry/nisinoon-vii,"they (inanimate) are three, there are three of them"
nisiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nisiwag-vai,"they (animate) are three, there are three of them"
niso-,pv-qnt,https://ojibwe.lib.umn.edu/main-entry/niso-pv-qnt,three
niso-anama'e-giizhigad,vii,https://ojibwe.lib.umn.edu/main-entry/niso-anama-e-giizhigad-vii,it is three weeks
niso-anama'e-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-anama-e-giizhik-qnt-num,skip
niso-anama'e-giizhikwagad,vii,https://ojibwe.lib.umn.edu/main-entry/niso-anama-e-giizhikwagad-vii,it is three weeks
niso-biboon,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-biboon-qnt-num,skip
niso-biboonagad,vii,https://ojibwe.lib.umn.edu/main-entry/niso-biboonagad-vii,it is three years
niso-biboonagizi,vai,https://ojibwe.lib.umn.edu/main-entry/niso-biboonagizi-vai,s/he is three years old
niso-diba'igan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-diba-igan-qnt-num,skip
niso-diba'igane,vii,https://ojibwe.lib.umn.edu/main-entry/niso-diba-igane-vii,it is three o'clock
niso-diba'iganed,vii,https://ojibwe.lib.umn.edu/main-entry/niso-diba-iganed-vii,it is three o'clock
niso-diba'iganeyaa,vii,https://ojibwe.lib.umn.edu/main-entry/niso-diba-iganeyaa-vii,it is three o'clock
niso-diba'igaans,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-diba-igaans-qnt-num,skip
niso-diba'oobaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-diba-oobaan-qnt-num,skip
niso-dibaabiishkoojigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-dibaabiishkoojigan-qnt-num,skip
niso-dibaabiishkoojiganezi,vai,https://ojibwe.lib.umn.edu/main-entry/niso-dibaabiishkoojiganezi-vai,skip
niso-dibik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-dibik-qnt-num,skip
niso-gikinoonowin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-gikinoonowin-qnt-num,skip
niso-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-giizhik-qnt-num,skip
niso-giizis,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-giizis-qnt-num,skip
niso-giiziswagad,vii,https://ojibwe.lib.umn.edu/main-entry/niso-giiziswagad-vii,it is three months
niso-giiziswagizi,vai,https://ojibwe.lib.umn.edu/main-entry/niso-giiziswagizi-vai,s/he is three months old
niso-minikwaajigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-minikwaajigan-qnt-num,skip
niso-mininj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-mininj-qnt-num,skip
niso-mizid,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-mizid-qnt-num,skip
niso-zhooniyaans,na,https://ojibwe.lib.umn.edu/main-entry/niso-zhooniyaans-na,seventy-five cents
niso-zhooniyaansiwinaaganens,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niso-zhooniyaansiwinaaganens-qnt-num,skip
nisodaabaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisodaabaan-qnt-num,skip
nisogon,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisogon-qnt-num,skip
nisogonagad,vii,https://ojibwe.lib.umn.edu/main-entry/nisogonagad-vii,it is three days
nisogonagizi,vai,https://ojibwe.lib.umn.edu/main-entry/nisogonagizi-vai,it is the third (of a month); s/he is three days old
nisogonendi,vai,https://ojibwe.lib.umn.edu/main-entry/nisogonendi-vai,"s/he is gone three days, is absent three days"
nisonaaganens,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisonaaganens-qnt-num,skip
nisonaagaans,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisonaagaans-qnt-num,skip
nisoninj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisoninj-qnt-num,skip
nisosagoons,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisosagoons-qnt-num,skip
nisozid,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisozid-qnt-num,skip
nisoobiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nisoobiwag-vai,three of them sit together; three of them are at home
nisoobizowag,vai,https://ojibwe.lib.umn.edu/main-entry/nisoobizowag-vai,"three of them speed, drive, fly together"
nisoobii'igan,na,https://ojibwe.lib.umn.edu/main-entry/nisoobii-igan-na,a three (card)
nisoogaabawiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nisoogaabawiwag-vai,three of them stand together
nisoogwaade,vii,https://ojibwe.lib.umn.edu/main-entry/nisoogwaade-vii,
nisookik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisookik-qnt-num,skip
nisoonag,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisoonag-qnt-num,skip
nisoonagiziwag,vai,https://ojibwe.lib.umn.edu/main-entry/nisoonagiziwag-vai,there are three canoes or boats of them
nisoopidewan,vii,https://ojibwe.lib.umn.edu/main-entry/nisoopidewan-vii,three of them (inanimate) are tied together
nisoopidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/nisoopidoon-vti2,tie three of them (inanimate) together
nisoopizh,vta,https://ojibwe.lib.umn.edu/main-entry/nisoopizh-vta,"tie, hitch three of them (animate) together"
nisoopizowag,vai,https://ojibwe.lib.umn.edu/main-entry/nisoopizowag-vai,"three of them (animate) are tied together, are hitched together"
nisooshinoog,vai,https://ojibwe.lib.umn.edu/main-entry/nisooshinoog-vai,three of them lie together
nisooshkimod,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisooshkimod-qnt-num,skip
nisooshkin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisooshkin-qnt-num,skip
niswaginzo,vai,https://ojibwe.lib.umn.edu/main-entry/niswaginzo-vai,it is the third (of a month)
niswaabik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niswaabik-qnt-num,skip
niswaabiig,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niswaabiig-qnt-num,skip
niswaagiwebishkigan,na,https://ojibwe.lib.umn.edu/main-entry/niswaagiwebishkigan-na,a tricycle
niswaak,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niswaak-qnt-num,skip
niswaakodaabaan,ni,https://ojibwe.lib.umn.edu/main-entry/niswaakodaabaan-ni,a travois
nisweg,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisweg-qnt-num,skip
nisweginigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nisweginigan-qnt-num,skip
niswemikwaanens,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niswemikwaanens-qnt-num,skip
niswewaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niswewaan-qnt-num,skip
niswewaanagadoon,vii,https://ojibwe.lib.umn.edu/main-entry/niswewaanagadoon-vii,"there are three sets, pairs, or kinds of them (inanimate)"
niswewaanagiziwag,vai,https://ojibwe.lib.umn.edu/main-entry/niswewaanagiziwag-vai,"there are three sets, pairs, or kinds of them (animate)"
niswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/niswi-qnt-num,skip
nishi,vta,https://ojibwe.lib.umn.edu/main-entry/nishi-vta,"kill h/; get or catch it (animate; an animal, fish, bird) for use"
nishikewige,vai,https://ojibwe.lib.umn.edu/main-entry/nishikewige-vai,s/he lives alone
nishimis,nad,https://ojibwe.lib.umn.edu/main-entry/nishimis-nad,my niece (cross niece: female's brother's daughter or male's sister's daughter)
nishiwanaadad,vii,https://ojibwe.lib.umn.edu/main-entry/nishiwanaadad-vii,"it is spoiled, is ruined, is destroyed"
nishiwanaadakamigad,vii,https://ojibwe.lib.umn.edu/main-entry/nishiwanaadakamigad-vii,"it is a riot, a melee"
nishiwanaadakamigizi,vai,https://ojibwe.lib.umn.edu/main-entry/nishiwanaadakamigizi-vai,"s/he is naughty, is unruly, is disobedient"
nishiwanaadizi,vai,https://ojibwe.lib.umn.edu/main-entry/nishiwanaadizi-vai,"s/he is in poor condition, is neglected; s/he is dead"
nishiwanaajichige,vai,https://ojibwe.lib.umn.edu/main-entry/nishiwanaajichige-vai,"s/he wastes, spoils, destroys things"
nishiwanaaji',vta,https://ojibwe.lib.umn.edu/main-entry/nishiwanaaji-vta,"waste, spoil, destroy h/"
nishiwanaajitoon,vti2,https://ojibwe.lib.umn.edu/main-entry/nishiwanaajitoon-vti2,"spoil, ruin, destroy it"
nishiwe,vai,https://ojibwe.lib.umn.edu/main-entry/nishiwe-vai,"s/he kills, commits murder"
nishiime,nad,https://ojibwe.lib.umn.edu/main-entry/nishiime-nad,my younger sibling (brother or sister); my younger parallel cousin (mother's sister's child; father's brother's child)
nishkanokii,vai,https://ojibwe.lib.umn.edu/main-entry/nishkanokii-vai,"s/he gets angry working, gets mad working"
nishkanzh,nad,https://ojibwe.lib.umn.edu/main-entry/nishkanzh-nad,"my nail (fingernail, toenail)my claw"
nishkaabam,vta,https://ojibwe.lib.umn.edu/main-entry/nishkaabam-vta,"glare at, look angrily at h/"
nishkaabandan,vti,https://ojibwe.lib.umn.edu/main-entry/nishkaabandan-vti,"glare at, look angrily at it"
nishkaabaawazh,vta,https://ojibwe.lib.umn.edu/main-entry/nishkaabaawazh-vta,make h/ angry by geting them wet
nishkaabaawe,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaabaawe-vai,s/he is angry because of being wet
nishkaabi,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaabi-vai,"s/he glares (at someone or something), flashes an angry glance (at someone or something)"
nishkaadendam,vai2,https://ojibwe.lib.umn.edu/main-entry/nishkaadendam-vai2,"s/he is an angry person, is always mad"
nishkaadenim,vta,https://ojibwe.lib.umn.edu/main-entry/nishkaadenim-vta,"feel mad at, feel angry at h/"
nishkaadizi,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaadizi-vai,"s/he is angry, is mad"
nishkaadizishki,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaadizishki-vai,"s/he is a angry person, is always angry"
nishkaadiziwin,ni,https://ojibwe.lib.umn.edu/main-entry/nishkaadiziwin-ni,anger
nishkaadiziikaazo,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaadiziikaazo-vai,"s/he pretends to be angry, pretends to be mad"
nishkaadiziitaw,vta,https://ojibwe.lib.umn.edu/main-entry/nishkaadiziitaw-vta,"get mad at, get angry at h/"
nishkaadiziitaadiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaadiziitaadiwag-vai,"they get angry, mad at each other"
nishkaaji-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/nishkaaji-pv-lex,angrily
nishkaajitaa,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaajitaa-vai,"s/he behaves angrily, acts up in anger"
nishkaajiingweni,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaajiingweni-vai,s/he makes an angry face
nishkaajiingwetaw,vta,https://ojibwe.lib.umn.edu/main-entry/nishkaajiingwetaw-vta,make an angry face at h/
nishkaazinaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaazinaagozi-vai,"s/he looks angry, looks mad"
nishkaazom,vta,https://ojibwe.lib.umn.edu/main-entry/nishkaazom-vta,talk to h/ angrily
nishkaazondiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaazondiwag-vai,they talk to each other angrily
nishkaazonge,vai,https://ojibwe.lib.umn.edu/main-entry/nishkaazonge-vai,s/he speaks angrily to people
nishkendam,vai2,https://ojibwe.lib.umn.edu/main-entry/nishkendam-vai2,"s/he feels angry, feels mad"
nishkendan,vti,https://ojibwe.lib.umn.edu/main-entry/nishkendan-vti,"feel angry at, feel mad at it"
nishkenim,vta,https://ojibwe.lib.umn.edu/main-entry/nishkenim-vta,"feel angry at, feel mad at h/"
nishkenindiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nishkenindiwag-vai,they feel angry at e.o.
nishkibii,vai,https://ojibwe.lib.umn.edu/main-entry/nishkibii-vai,s/he is angry when drinking
nishki',vta,https://ojibwe.lib.umn.edu/main-entry/nishki-vta,"anger h/, make h/ angry or mad"
nishki'idiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nishki-idiwag-vai,"they anger each other, make each other angry or mad"
nishki'iwe,vai,https://ojibwe.lib.umn.edu/main-entry/nishki-iwe-vai,"s/he angers people, makes people angry or mad"
nishkim,vta,https://ojibwe.lib.umn.edu/main-entry/nishkim-vta,"anger h/ by speech, speak and make h/ mad"
nishkinaw,vta,https://ojibwe.lib.umn.edu/main-entry/nishkinaw-vta,"abuse, injure, damage h/: be mean to, be aggressive toward h/"
nishkinaadiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nishkinaadiwag-vai,"they treat each other badly: they are mean to, aggressive toward each other"
nishkindiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nishkindiwag-vai,"they make each other angry, make each other mad by speech"
nishkine,vai,https://ojibwe.lib.umn.edu/main-entry/nishkine-vai,"s/he is angry, is frustrated because of h/ illness"
nishkitaa,vai,https://ojibwe.lib.umn.edu/main-entry/nishkitaa-vai,s/he angers people; s/he makes people mad
nishkizekwe,vai,https://ojibwe.lib.umn.edu/main-entry/nishkizekwe-vai,s/he cooks angrily
nishkiinzhig,nid,https://ojibwe.lib.umn.edu/main-entry/nishkiinzhig-nid,my eye
nishtigwaan,nid,https://ojibwe.lib.umn.edu/main-entry/nishtigwaan-nid,my head
nishtigwaanigegan,nid,https://ojibwe.lib.umn.edu/main-entry/nishtigwaanigegan-nid,my skull
nishwanaadad,vii,https://ojibwe.lib.umn.edu/main-entry/nishwanaadad-vii,"it is spoiled, is ruined, is destroyed"
nishwanaadakamigad,vii,https://ojibwe.lib.umn.edu/main-entry/nishwanaadakamigad-vii,"it is a riot, a melee"
nishwanaadizi,vai,https://ojibwe.lib.umn.edu/main-entry/nishwanaadizi-vai,s/he is dead
nishwanaajichigaade,vii,https://ojibwe.lib.umn.edu/main-entry/nishwanaajichigaade-vii,"it is wasted, spoiled, destroyed, ""they"" waste, spoil, destroy it"
nishwanaajichige,vai,https://ojibwe.lib.umn.edu/main-entry/nishwanaajichige-vai,"s/he wastes spoils, destroys things"
nishwanaaji',vta,https://ojibwe.lib.umn.edu/main-entry/nishwanaaji-vta,"waste, spoil, destroy h/"
nishwanaajitoon,vti2,https://ojibwe.lib.umn.edu/main-entry/nishwanaajitoon-vti2,"waste, spoil, destroy it"
nishwaaching,adv-tmp,https://ojibwe.lib.umn.edu/main-entry/nishwaaching-adv-tmp,eight times
nishwaachinoon,vii,https://ojibwe.lib.umn.edu/main-entry/nishwaachinoon-vii,"they (inanimate) are eight, there are eight of them"
nishwaachiwag,vai,https://ojibwe.lib.umn.edu/main-entry/nishwaachiwag-vai,"they (animate) are eight, there are eight of them"
nishwaasimidana,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana-qnt-num,skip
nishwaasimidana ashi-bezhig,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-bezhig-qnt-num,skip
nishwaasimidana ashi-naanan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-naanan-qnt-num,skip
nishwaasimidana ashi-ningodwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-ningodwaaswi-qnt-num,skip
nishwaasimidana ashi-niswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-niswi-qnt-num,skip
nishwaasimidana ashi-nishwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-nishwaaswi-qnt-num,skip
nishwaasimidana ashi-niiwin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-niiwin-qnt-num,skip
nIshwaasimidana ashi-niizh,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nIshwaasimidana ashi-niizh-qnt-num,skip
nishwaasimidana ashi-niizhwaaswi,v-phr,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-niizhwaaswi-v-phr,skip
nishwaasimidana ashi-zhaangaswi ,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaasimidana ashi-zhaangaswi -qnt-num,skip
nishwaaso,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-qnt-num,skip
nishwaaso-,pv-qnt,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-pv-qnt,eight
nishwaaso-anama'e-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-anama-e-giizhik-qnt-num,skip
nishwaaso-anama'e-giizhikwagad,vii,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-anama-e-giizhikwagad-vii,it is eight weeks
nishwaaso-biboon,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-biboon-qnt-num,skip
nishwaaso-biboonagad,vii,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-biboonagad-vii,it is eight years
nishwaaso-biboonagizi,vai,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-biboonagizi-vai,s/he is eight years old
nishwaaso-diba'igan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-diba-igan-qnt-num,skip
nishwaaso-diba'igane,vii,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-diba-igane-vii,it is eight o'clock
nishwaaso-diba'iganed,vii,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-diba-iganed-vii,it is eight o'clock
nishwaaso-diba'iganeyaa,vii,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-diba-iganeyaa-vii,it is eight o'clock
nishwaaso-diba'igaans,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-diba-igaans-qnt-num,skip
nishwaaso-diba'oobaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-diba-oobaan-qnt-num,skip
nishwaaso-dibaabiishkoojigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-dibaabiishkoojigan-qnt-num,skip
nishwaaso-dibik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-dibik-qnt-num,skip
nishwaaso-gikinoonowin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-gikinoonowin-qnt-num,skip
nishwaaso-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-giizhik-qnt-num,skip
nishwaaso-giiziswagad,vii,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-giiziswagad-vii,it is eight months
nishwaaso-giiziswagizi,vai,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-giiziswagizi-vai,s/he is eight months old
nishwaaso-minikwaajigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-minikwaajigan-qnt-num,skip
nishwaaso-mininj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-mininj-qnt-num,skip
